model,area_surface,area_frontal,dry_c0,dry_c1,dry_c2,wet_c0,wet_c1,wet_c2,wet_c3,wet_c4,wet_c5,wet_c6,wet_c7,wet_c8,min_airflow,max_airflow
es20,64.76,0.8382,11.35549687,1.064306067,-0.016784169,12.29230419,0.398495745,0.123584793,-0.650576675,6.853474482,-0.124564167,0.011297419,-0.009147343,-0.003567652,4526.28,7543.8
