model,n0,n1,n2,n3,n4,n5,n6,n7,n8,p0,p1,p2,p3,p4,p5,p6,p7,p8,i0,i1,i2,i3,i4,i5,i6,i7,i8
r3g560fa2803,0.093757474,3.575115286,1.34E-06,-0.000328771,-0.001828807,-4.82E-11,9.60E-09,9.75E-08,5.65E-07,-0.004216958,0.748019591,6.91E-07,0.000127563,0.002025694,3.25E-10,7.49E-09,-8.82E-08,-7.23E-08,-6.31E-06,0.001086877,1.03E-09,2.09E-07,3.21E-06,5.14E-13,1.09E-11,-1.60E-10,-3.96E-11
